 FID IID PHE CHR SNP1 SNP2 POS1 POS2 KB NSNP DENSITY PHOM PHET
 183195332 183195332 -9.000 12 . . 19426433 20802796 1376.364 130 10.587 0.992 0.008
 183195332 183195332 -9.000 13 . . 5293 18059556 18054.264 1617 11.165 0.970 0.030
 183195332 183195332 -9.000 14 . . 103165 3233246 3130.082 417 7.506 0.966 0.034
 183195332 183195332 -9.000 14 . . 3246832 9926338 6679.507 438 15.250 0.961 0.039
 183195332 183195332 -9.000 14 . . 9926366 16467491 6541.126 664 9.851 0.979 0.021
 183195332 183195332 -9.000 15 . . 157137 10286213 10129.077 1051 9.638 0.983 0.017
 183195332 183195332 -9.000 15 . . 10350072 12838993 2488.922 402 6.191 0.953 0.047
 183195332 183195332 -9.000 15 . . 13295762 14267157 971.396 218 4.456 0.954 0.046
 183195332 183195332 -9.000 17 . . 22800 1271352 1248.553 349 3.578 0.968 0.032
 183195332 183195332 -9.000 17 . . 1361460 9595389 8233.930 1120 7.352 0.983 0.017
 183195332 183195332 -9.000 17 . . 9600198 11595937 1995.740 278 7.179 0.950 0.050
 183195332 183195332 -9.000 18 . . 124845 3812718 3687.874 536 6.880 0.968 0.032
 183195332 183195332 -9.000 18 . . 3869051 4788538 919.488 187 4.917 0.968 0.032
 183195332 183195332 -9.000 18 . . 4916235 8438153 3521.919 644 5.469 0.961 0.039
 183195332 183195332 -9.000 18 . . 8598001 12432531 3834.531 366 10.477 0.975 0.025
 183195332 183195332 -9.000 19 . . 2720 6880147 6877.428 864 7.960 0.979 0.021
 183195332 183195332 -9.000 19 . . 6968942 11186515 4217.574 668 6.314 0.963 0.037
 183195332 183195332 -9.000 20 . . 541851 2295365 1753.515 393 4.462 0.964 0.036
 183195332 183195332 -9.000 20 . . 2295394 3130310 834.917 236 3.538 0.958 0.042
 183195332 183195332 -9.000 20 . . 3355671 3784900 429.230 132 3.252 0.939 0.061
 183195332 183195332 -9.000 20 . . 4216588 10783628 6567.041 577 11.381 0.972 0.028
 183195332 183195332 -9.000 20 . . 11215483 14902394 3686.912 350 10.534 0.980 0.020
 183195332 183195332 -9.000 21 . . 23530 1254847 1231.318 153 8.048 0.980 0.020
 183195332 183195332 -9.000 21 . . 2008941 7731631 5722.691 815 7.022 0.972 0.028
 183195332 183195332 -9.000 22 . . 57512 4218584 4161.073 583 7.137 0.967 0.033
 183195332 183195332 -9.000 23 . . 17879 3031077 3013.199 456 6.608 0.967 0.033
 183195332 183195332 -9.000 23 . . 3031128 7034952 4003.825 623 6.427 0.971 0.029
 183195332 183195332 -9.000 24 . . 27117 4284492 4257.376 593 7.179 0.966 0.034
 183195332 183195332 -9.000 24 . . 4373824 7758587 3384.764 814 4.158 0.968 0.032
 183195332 183195332 -9.000 25 . . 3695 1575809 1572.115 282 5.575 0.993 0.007
 183195332 183195332 -9.000 26 . . 134374 1814547 1680.174 336 5.001 0.982 0.018
 183195332 183195332 -9.000 26 . . 1865005 6216179 4351.175 513 8.482 0.965 0.035
 183195332 183195332 -9.000 27 . . 20380 492643 472.264 62 7.617 0.952 0.048
 183195332 183195332 -9.000 27 . . 492759 4700266 4207.508 735 5.725 0.982 0.018
 183195332 183195332 -9.000 28 . . 302767 3568289 3265.523 437 7.473 0.973 0.027
 183195332 183195332 -9.000 28 . . 3574774 5393335 1818.562 286 6.359 0.969 0.031
 183195332 183195332 -9.000 29 . . 178844 913108 734.265 118 6.223 0.983 0.017
 183195332 183195332 -9.000 chr1a . . 290330 1808994 1518.665 257 5.909 0.957 0.043
 183195332 183195332 -9.000 chr1a . . 1913552 2396769 483.218 219 2.206 0.945 0.055
 183195332 183195332 -9.000 chr1a . . 2589449 7903054 5313.606 906 5.865 0.974 0.026
 183195332 183195332 -9.000 chr1a . . 7907368 39089858 31182.491 3193 9.766 0.972 0.028
 183195332 183195332 -9.000 chr1a . . 39089956 46480125 7390.170 977 7.564 0.971 0.029
 183195332 183195332 -9.000 chr1a . . 46480145 47877715 1397.571 371 3.767 0.973 0.027
 183195332 183195332 -9.000 chr1a . . 47877728 54653863 6776.136 673 10.069 0.976 0.024
 183195332 183195332 -9.000 chr1a . . 54653923 71368237 16714.315 2235 7.478 0.975 0.025
 183195332 183195332 -9.000 chr4a . . 23014 3459142 3436.129 498 6.900 0.974 0.026
 183195332 183195332 -9.000 chr4a . . 3459230 19854787 16395.558 1279 12.819 0.979 0.021
 183194861 183194861 -9.000 1 . . 14727 13467268 13452.542 1466 9.176 0.971 0.029
 183194861 183194861 -9.000 1 . . 13587583 25233997 11646.415 1684 6.916 0.973 0.027
 183194861 183194861 -9.000 1 . . 25234028 26656042 1422.015 335 4.245 0.982 0.018
 183194861 183194861 -9.000 1 . . 26656059 27701226 1045.168 245 4.266 0.984 0.016
 183194861 183194861 -9.000 1 . . 27701345 37614800 9913.456 1264 7.843 0.975 0.025
 183194861 183194861 -9.000 1 . . 38039808 59619726 21579.919 2134 10.112 0.972 0.028
 183194861 183194861 -9.000 1 . . 59619849 64103752 4483.904 472 9.500 0.968 0.032
 183194861 183194861 -9.000 1 . . 64194054 67025881 2831.828 456 6.210 0.974 0.026
 183194861 183194861 -9.000 1 . . 67279061 74542607 7263.547 842 8.627 0.969 0.031
 183194861 183194861 -9.000 1 . . 74614034 77473214 2859.181 302 9.467 0.970 0.030
 183194861 183194861 -9.000 1 . . 77487066 80709266 3222.201 398 8.096 0.965 0.035
 183194861 183194861 -9.000 1 . . 80733427 96431238 15697.812 1544 10.167 0.975 0.025
 183194861 183194861 -9.000 1 . . 96431273 105665309 9234.037 1147 8.051 0.973 0.027
 183194861 183194861 -9.000 1 . . 105830057 109318374 3488.318 796 4.382 0.966 0.034
 183194861 183194861 -9.000 1 . . 109468193 113990339 4522.147 1080 4.187 0.969 0.031
 183194861 183194861 -9.000 2 . . 643827 4615912 3972.086 1019 3.898 0.961 0.039
 183194861 183194861 -9.000 2 . . 4615953 8119164 3503.212 613 5.715 0.964 0.036
 183194861 183194861 -9.000 2 . . 8233783 39460794 31227.012 3048 10.245 0.979 0.021
 183194861 183194861 -9.000 2 . . 39472526 55223798 15751.273 1730 9.105 0.969 0.031
 183194861 183194861 -9.000 2 . . 55417751 56919800 1502.050 247 6.081 0.968 0.032
 183194861 183194861 -9.000 2 . . 56920394 72635104 15714.711 1568 10.022 0.976 0.024
 183194861 183194861 -9.000 2 . . 72635142 82522290 9887.149 967 10.225 0.959 0.041
 183194861 183194861 -9.000 2 . . 82525065 83218945 693.881 54 12.850 0.963 0.037
 183194861 183194861 -9.000 2 . . 83218967 101711686 18492.720 1949 9.488 0.974 0.026
 183194861 183194861 -9.000 2 . . 101711753 120598965 18887.213 1998 9.453 0.976 0.024
 183194861 183194861 -9.000 2 . . 120598979 125778667 5179.689 615 8.422 0.979 0.021
 183194861 183194861 -9.000 2 . . 125850937 149842677 23991.741 3053 7.858 0.977 0.023
 183194861 183194861 -9.000 3 . . 45669 1339663 1293.995 81 15.975 0.963 0.037
 183194861 183194861 -9.000 3 . . 1430280 10978476 9548.197 1150 8.303 0.970 0.030
 183194861 183194861 -9.000 3 . . 11374004 15182800 3808.797 502 7.587 0.954 0.046
 183194861 183194861 -9.000 3 . . 15189506 33394619 18205.114 2018 9.021 0.974 0.026
 183194861 183194861 -9.000 3 . . 33394666 41902032 8507.367 870 9.779 0.979 0.021
 183194861 183194861 -9.000 3 . . 41965571 49135619 7170.049 664 10.798 0.982 0.018
 183194861 183194861 -9.000 3 . . 49135646 73885117 24749.472 2733 9.056 0.979 0.021
 183194861 183194861 -9.000 3 . . 73957969 100221948 26263.980 3176 8.270 0.980 0.020
 183194861 183194861 -9.000 3 . . 100221973 111062205 10840.233 1489 7.280 0.979 0.021
 183194861 183194861 -9.000 4 . . 43569 649887 606.319 141 4.300 0.943 0.057
 183194861 183194861 -9.000 4 . . 904870 5087177 4182.308 727 5.753 0.968 0.032
 183194861 183194861 -9.000 4 . . 5087205 21186580 16099.376 1759 9.153 0.976 0.024
 183194861 183194861 -9.000 4 . . 21814208 28021845 6207.638 1111 5.587 0.976 0.024
 183194861 183194861 -9.000 4 . . 28021870 63485531 35463.662 3111 11.399 0.974 0.026
 183194861 183194861 -9.000 4 . . 63485569 69004196 5518.628 679 8.128 0.973 0.027
 183194861 183194861 -9.000 4 . . 69020428 69416174 395.747 77 5.140 0.948 0.052
 183194861 183194861 -9.000 4 . . 69550873 70270718 719.846 119 6.049 0.966 0.034
 183194861 183194861 -9.000 4 . . 70271324 70858519 587.196 130 4.517 0.962 0.038
 183194861 183194861 -9.000 5 . . 524254 7605271 7081.018 833 8.501 0.963 0.037
 183194861 183194861 -9.000 5 . . 7605273 23163494 15558.222 1735 8.967 0.980 0.020
 183194861 183194861 -9.000 5 . . 23163521 29058469 5894.949 625 9.432 0.984 0.016
 183194861 183194861 -9.000 5 . . 29262796 40292558 11029.763 1167 9.451 0.973 0.027
 183194861 183194861 -9.000 5 . . 40292565 42793293 2500.729 402 6.221 0.965 0.035
 183194861 183194861 -9.000 5 . . 42793643 51052460 8258.818 818 10.096 0.977 0.023
 183194861 183194861 -9.000 5 . . 51052517 56209732 5157.216 599 8.610 0.983 0.017
 183194861 183194861 -9.000 5 . . 56216391 58519077 2302.687 462 4.984 0.978 0.022
 183194861 183194861 -9.000 5 . . 58519791 61620573 3100.783 579 5.355 0.976 0.024
 183194861 183194861 -9.000 5 . . 61620732 61964309 343.578 65 5.286 0.954 0.046
 183194861 183194861 -9.000 6 . . 23536 943988 920.453 177 5.200 0.949 0.051
 183194861 183194861 -9.000 6 . . 1087570 1734621 647.052 90 7.189 0.933 0.067
 183194861 183194861 -9.000 6 . . 1962806 3004886 1042.081 242 4.306 0.963 0.037
 183194861 183194861 -9.000 6 . . 3145888 3644153 498.266 86 5.794 0.942 0.058
 183194861 183194861 -9.000 6 . . 3679529 18534865 14855.337 1333 11.144 0.983 0.017
 183194861 183194861 -9.000 6 . . 18534910 19099658 564.749 92 6.139 0.967 0.033
 183194861 183194861 -9.000 6 . . 19099719 29042065 9942.347 773 12.862 0.975 0.025
 183194861 183194861 -9.000 6 . . 29092961 31797593 2704.633 446 6.064 0.966 0.034
 183194861 183194861 -9.000 6 . . 31819779 35779404 3959.626 694 5.706 0.971 0.029
 183194861 183194861 -9.000 7 . . 324341 5345799 5021.459 603 8.327 0.980 0.020
 183194861 183194861 -9.000 7 . . 5345874 33410654 28064.781 2335 12.019 0.984 0.016
 183194861 183194861 -9.000 7 . . 33410836 33735403 324.568 71 4.571 0.958 0.042
 183194861 183194861 -9.000 7 . . 33735506 38002525 4267.020 536 7.961 0.972 0.028
 183194861 183194861 -9.000 8 . . 43203 2491041 2447.839 427 5.733 0.944 0.056
 183194861 183194861 -9.000 8 . . 2536390 30476068 27939.679 2958 9.445 0.974 0.026
 183194861 183194861 -9.000 9 . . 13197 1431617 1418.421 212 6.691 0.953 0.047
 183194861 183194861 -9.000 9 . . 1431719 2707016 1275.298 242 5.270 0.955 0.045
 183194861 183194861 -9.000 9 . . 3191973 3520649 328.677 83 3.960 0.928 0.072
 183194861 183194861 -9.000 9 . . 3686944 19667735 15980.792 1434 11.144 0.978 0.022
 183194861 183194861 -9.000 9 . . 19927593 22765686 2838.094 295 9.621 0.969 0.031
 183194861 183194861 -9.000 9 . . 22826762 24775929 1949.168 295 6.607 0.969 0.031
 183194861 183194861 -9.000 10 . . 52456 19643942 19591.487 1795 10.914 0.972 0.028
 183194861 183194861 -9.000 10 . . 19661620 20431706 770.087 52 14.809 0.981 0.019
 183194861 183194861 -9.000 11 . . 352707 3834024 3481.318 538 6.471 0.961 0.039
 183194861 183194861 -9.000 11 . . 4032207 17721688 13689.482 1389 9.856 0.979 0.021
 183194861 183194861 -9.000 11 . . 17742508 20864330 3121.823 328 9.518 0.963 0.037
 183194861 183194861 -9.000 12 . . 33750 19197176 19163.427 1605 11.940 0.981 0.019
 183194861 183194861 -9.000 12 . . 19426433 20802796 1376.364 130 10.587 0.985 0.015
 183194861 183194861 -9.000 13 . . 5293 5146180 5140.888 578 8.894 0.978 0.022
 183194861 183194861 -9.000 13 . . 5420319 13366423 7946.105 589 13.491 0.968 0.032
 183194861 183194861 -9.000 13 . . 13526771 18059556 4532.786 440 10.302 0.968 0.032
 183194861 183194861 -9.000 14 . . 103165 3246784 3143.620 425 7.397 0.972 0.028
 183194861 183194861 -9.000 14 . . 3246836 16467491 13220.656 1106 11.954 0.980 0.020
 183194861 183194861 -9.000 15 . . 157137 12205440 12048.304 1341 8.985 0.980 0.020
 183194861 183194861 -9.000 15 . . 12207881 13746981 1539.101 323 4.765 0.950 0.050
 183194861 183194861 -9.000 15 . . 13757450 14267157 509.708 78 6.535 0.974 0.026
 183194861 183194861 -9.000 17 . . 22800 10330725 10307.926 1654 6.232 0.963 0.037
 183194861 183194861 -9.000 17 . . 10337654 11690086 1352.433 132 10.246 0.947 0.053
 183194861 183194861 -9.000 18 . . 124845 2283122 2158.278 135 15.987 0.970 0.030
 183194861 183194861 -9.000 18 . . 2283201 3875903 1592.703 417 3.819 0.969 0.031
 183194861 183194861 -9.000 18 . . 3876025 4788538 912.514 165 5.530 0.970 0.030
 183194861 183194861 -9.000 18 . . 5084295 5637086 552.792 121 4.569 0.959 0.041
 183194861 183194861 -9.000 18 . . 5637966 6686868 1048.903 215 4.879 0.967 0.033
 183194861 183194861 -9.000 18 . . 6712047 7867161 1155.115 90 12.835 0.967 0.033
 183194861 183194861 -9.000 18 . . 7889760 8565818 676.059 114 5.930 0.947 0.053
 183194861 183194861 -9.000 18 . . 8598066 12432531 3834.466 359 10.681 0.967 0.033
 183194861 183194861 -9.000 19 . . 2720 6284651 6281.932 778 8.074 0.973 0.027
 183194861 183194861 -9.000 19 . . 6374339 11235588 4861.250 760 6.396 0.970 0.030
 183194861 183194861 -9.000 20 . . 541781 2075958 1534.178 309 4.965 0.968 0.032
 183194861 183194861 -9.000 20 . . 2526346 3141368 615.023 141 4.362 0.957 0.043
 183194861 183194861 -9.000 20 . . 3784924 4190949 406.026 54 7.519 0.926 0.074
 183194861 183194861 -9.000 20 . . 4191064 14902394 10711.331 956 11.204 0.974 0.026
 183194861 183194861 -9.000 21 . . 23530 1254851 1231.322 154 7.996 0.994 0.006
 183194861 183194861 -9.000 21 . . 2008991 7731631 5722.641 813 7.039 0.974 0.026
 183194861 183194861 -9.000 22 . . 57512 2244618 2187.107 251 8.714 0.972 0.028
 183194861 183194861 -9.000 22 . . 2244715 2924803 680.089 70 9.716 0.957 0.043
 183194861 183194861 -9.000 22 . . 2924903 4134251 1209.349 227 5.328 0.987 0.013
 183194861 183194861 -9.000 23 . . 17879 1083935 1066.057 179 5.956 0.950 0.050
 183194861 183194861 -9.000 23 . . 1116028 2973840 1857.813 256 7.257 0.957 0.043
 183194861 183194861 -9.000 23 . . 3031135 7034952 4003.818 622 6.437 0.966 0.034
 183194861 183194861 -9.000 24 . . 27117 1905522 1878.406 159 11.814 0.950 0.050
 183194861 183194861 -9.000 24 . . 1905590 4537988 2632.399 512 5.141 0.965 0.035
 183194861 183194861 -9.000 24 . . 4892955 7758587 2865.633 647 4.429 0.969 0.031
 183194861 183194861 -9.000 25 . . 3695 1575809 1572.115 282 5.575 1.000 0.000
 183194861 183194861 -9.000 26 . . 134374 766644 632.271 110 5.748 0.982 0.018
 183194861 183194861 -9.000 26 . . 1089418 6225108 5135.691 744 6.903 0.972 0.028
 183194861 183194861 -9.000 27 . . 476523 4700266 4223.744 750 5.632 0.972 0.028
 183194861 183194861 -9.000 28 . . 302766 5393335 5090.570 732 6.954 0.959 0.041
 183194861 183194861 -9.000 29 . . 178844 913108 734.265 118 6.223 0.975 0.025
 183194861 183194861 -9.000 chr1a . . 62494 2321795 2259.302 506 4.465 0.960 0.040
 183194861 183194861 -9.000 chr1a . . 2630858 7903054 5272.197 866 6.088 0.971 0.029
 183194861 183194861 -9.000 chr1a . . 7907368 46480108 38572.741 4170 9.250 0.977 0.023
 183194861 183194861 -9.000 chr1a . . 46480145 47877713 1397.569 370 3.777 0.970 0.030
 183194861 183194861 -9.000 chr1a . . 47877730 54653863 6776.134 671 10.099 0.979 0.021
 183194861 183194861 -9.000 chr1a . . 54653906 56938270 2284.365 298 7.666 0.980 0.020
 183194861 183194861 -9.000 chr1a . . 56998109 67775484 10777.376 1410 7.644 0.977 0.023
 183194861 183194861 -9.000 chr1a . . 67837052 71368237 3531.186 513 6.883 0.977 0.023
 183194861 183194861 -9.000 chr4a . . 23014 1133154 1110.141 171 6.492 0.977 0.023
 183194861 183194861 -9.000 chr4a . . 1230896 3501218 2270.323 350 6.487 0.960 0.040
 183194861 183194861 -9.000 chr4a . . 3766725 5423824 1657.100 102 16.246 0.951 0.049
 183194861 183194861 -9.000 chr4a . . 5424020 19854787 14430.768 1130 12.771 0.975 0.025
 183195321 183195321 -9.000 1 . . 14727 5753263 5738.537 674 8.514 0.978 0.022
 183195321 183195321 -9.000 1 . . 5753293 25234016 19480.724 2486 7.836 0.969 0.031
 183195321 183195321 -9.000 1 . . 25234044 27701161 2467.118 580 4.254 0.972 0.028
 183195321 183195321 -9.000 1 . . 27701336 55622978 27921.643 2901 9.625 0.977 0.023
 183195321 183195321 -9.000 1 . . 55623019 59593478 3970.460 520 7.636 0.960 0.040
 183195321 183195321 -9.000 1 . . 59619916 67025880 7405.965 916 8.085 0.972 0.028
 183195321 183195321 -9.000 1 . . 67310839 96384679 29073.841 3129 9.292 0.974 0.026
 183195321 183195321 -9.000 1 . . 96431268 105830012 9398.745 1223 7.685 0.968 0.032
 183195321 183195321 -9.000 1 . . 105830057 108170648 2340.592 375 6.242 0.971 0.029
 183195321 183195321 -9.000 1 . . 108170685 109365492 1194.808 424 2.818 0.962 0.038
 183195321 183195321 -9.000 1 . . 109468096 113990339 4522.244 1090 4.149 0.963 0.037
 183195321 183195321 -9.000 2 . . 10069 1598689 1588.621 180 8.826 0.967 0.033
 183195321 183195321 -9.000 2 . . 1599620 2932888 1333.269 319 4.180 0.956 0.044
 183195321 183195321 -9.000 2 . . 2932931 3245701 312.771 160 1.955 0.956 0.044
 183195321 183195321 -9.000 2 . . 3326573 4518198 1191.626 337 3.536 0.950 0.050
 183195321 183195321 -9.000 2 . . 4615953 31226824 26610.872 2863 9.295 0.977 0.023
 183195321 183195321 -9.000 2 . . 31248739 55417720 24168.982 2616 9.239 0.972 0.028
 183195321 183195321 -9.000 2 . . 55487902 56919800 1431.899 239 5.991 0.979 0.021
 183195321 183195321 -9.000 2 . . 56920396 76725824 19805.429 2002 9.893 0.976 0.024
 183195321 183195321 -9.000 2 . . 76725875 101711663 24985.789 2543 9.825 0.975 0.025
 183195321 183195321 -9.000 2 . . 101711753 114474391 12762.639 1382 9.235 0.975 0.025
 183195321 183195321 -9.000 2 . . 114504288 120598949 6094.662 610 9.991 0.972 0.028
 183195321 183195321 -9.000 2 . . 120598979 125778699 5179.721 621 8.341 0.971 0.029
 183195321 183195321 -9.000 2 . . 125850937 127290890 1439.954 258 5.581 0.965 0.035
 183195321 183195321 -9.000 2 . . 127303129 139014481 11711.353 1450 8.077 0.979 0.021
 183195321 183195321 -9.000 2 . . 139014516 140842689 1828.174 169 10.818 0.976 0.024
 183195321 183195321 -9.000 2 . . 140842720 144947999 4105.280 659 6.230 0.976 0.024
 183195321 183195321 -9.000 2 . . 145147695 149904948 4757.254 500 9.515 0.982 0.018
 183195321 183195321 -9.000 3 . . 45669 11024829 10979.161 1242 8.840 0.973 0.027
 183195321 183195321 -9.000 3 . . 11025019 15189445 4164.427 541 7.698 0.963 0.037
 183195321 183195321 -9.000 3 . . 15189514 33394606 18205.093 2016 9.030 0.976 0.024
