 FID IID PHE CHR SNP1 SNP2 POS1 POS2 KB NSNP DENSITY PHOM PHET
 183195332 183195332 -9.000 1 . . 96431284 98084923 1653.640 207 7.989 0.995 0.005
 183195332 183195332 -9.000 1 . . 98085076 102067776 3982.701 463 8.602 0.994 0.006
 183195332 183195332 -9.000 1 . . 102067796 105665307 3597.512 465 7.737 0.994 0.006
 183195332 183195332 -9.000 1 . . 105830069 106977425 1147.357 156 7.355 1.000 0.000
 183195332 183195332 -9.000 1 . . 107096123 108169288 1073.166 157 6.835 0.987 0.013
 183195332 183195332 -9.000 1 . . 108172911 108744412 571.502 136 4.202 0.993 0.007
 183195332 183195332 -9.000 1 . . 108751083 109281471 530.389 240 2.210 0.992 0.008
 183195332 183195332 -9.000 1 . . 110144643 110505509 360.867 72 5.012 0.972 0.028
 183195332 183195332 -9.000 1 . . 110505751 110882400 376.650 124 3.038 0.976 0.024
 183195332 183195332 -9.000 1 . . 110892460 112353621 1461.162 382 3.825 0.990 0.010
 183195332 183195332 -9.000 1 . . 112391887 112831567 439.681 83 5.297 0.976 0.024
 183195332 183195332 -9.000 1 . . 113098118 113838017 739.900 153 4.836 0.980 0.020
 183195332 183195332 -9.000 2 . . 10069 1599461 1589.393 186 8.545 0.984 0.016
 183195332 183195332 -9.000 2 . . 1809079 2622140 813.062 220 3.696 0.977 0.023
 183195332 183195332 -9.000 2 . . 3614518 3919378 304.861 109 2.797 0.991 0.009
 183195332 183195332 -9.000 2 . . 4209356 4615912 406.557 79 5.146 0.975 0.025
 183195332 183195332 -9.000 2 . . 5121840 5718872 597.033 150 3.980 0.993 0.007
 183195332 183195332 -9.000 2 . . 5768095 7253977 1485.883 195 7.620 0.990 0.010
 183195332 183195332 -9.000 2 . . 7277864 7975513 697.650 93 7.502 0.978 0.022
 183195332 183195332 -9.000 2 . . 8301303 11238411 2937.109 313 9.384 0.990 0.010
 183195332 183195332 -9.000 2 . . 11280242 13893630 2613.389 343 7.619 0.988 0.012
 183195332 183195332 -9.000 2 . . 14570746 16568553 1997.808 213 9.379 0.991 0.009
 183195332 183195332 -9.000 2 . . 17095220 21742779 4647.560 416 11.172 0.993 0.007
 183195332 183195332 -9.000 2 . . 22330308 23160657 830.350 63 13.180 0.984 0.016
 183195332 183195332 -9.000 2 . . 23160701 23907915 747.215 76 9.832 0.987 0.013
 183195332 183195332 -9.000 2 . . 23907981 31056753 7148.773 601 11.895 0.988 0.012
 183195332 183195332 -9.000 2 . . 31341103 32258047 916.945 83 11.048 1.000 0.000
 183195332 183195332 -9.000 2 . . 32268434 34668341 2399.908 157 15.286 1.000 0.000
 183195332 183195332 -9.000 2 . . 34674908 37520798 2845.891 284 10.021 0.986 0.014
 183195332 183195332 -9.000 2 . . 37919237 39460794 1541.558 202 7.631 0.985 0.015
 183195332 183195332 -9.000 2 . . 39472526 39933449 460.924 53 8.697 1.000 0.000
 183195332 183195332 -9.000 2 . . 39933477 40706279 772.803 56 13.800 0.982 0.018
 183195332 183195332 -9.000 2 . . 40796839 42698182 1901.344 139 13.679 0.993 0.007
 183195332 183195332 -9.000 2 . . 42700149 43261132 560.984 50 11.220 0.980 0.020
 183195332 183195332 -9.000 2 . . 43264910 44053564 788.655 61 12.929 0.984 0.016
 183195332 183195332 -9.000 2 . . 44353836 54321399 9967.564 1233 8.084 0.983 0.017
 183195332 183195332 -9.000 2 . . 54481813 55133223 651.411 73 8.923 0.986 0.014
 183195332 183195332 -9.000 2 . . 55487902 56919782 1431.881 234 6.119 0.996 0.004
 183195332 183195332 -9.000 2 . . 56990989 58353339 1362.351 77 17.693 0.987 0.013
 183195332 183195332 -9.000 2 . . 58380872 59178815 797.944 68 11.734 0.971 0.029
 183195332 183195332 -9.000 2 . . 59187891 65875579 6687.689 762 8.776 0.983 0.017
 183195332 183195332 -9.000 2 . . 65909634 71022283 5112.650 440 11.620 0.991 0.009
 183195332 183195332 -9.000 2 . . 71081828 72566197 1484.370 147 10.098 0.986 0.014
 183195332 183195332 -9.000 2 . . 72733452 73538316 804.865 62 12.982 0.984 0.016
 183195332 183195332 -9.000 2 . . 73803792 74844230 1040.439 94 11.069 0.979 0.021
 183195332 183195332 -9.000 2 . . 76245620 76723270 477.651 63 7.582 0.984 0.016
 183195332 183195332 -9.000 2 . . 76940145 82522237 5582.093 515 10.839 0.988 0.012
 183195332 183195332 -9.000 2 . . 83218965 83972907 753.943 179 4.212 1.000 0.000
 183195332 183195332 -9.000 2 . . 83972952 94175042 10202.091 985 10.357 0.997 0.003
 183195332 183195332 -9.000 2 . . 94210196 101711654 7501.459 773 9.704 0.987 0.013
 183195332 183195332 -9.000 2 . . 101840234 105461916 3621.683 327 11.075 0.994 0.006
 183195332 183195332 -9.000 2 . . 105462054 107319511 1857.458 239 7.772 1.000 0.000
 183195332 183195332 -9.000 2 . . 107325895 120598957 13273.063 1395 9.515 0.988 0.012
 183195332 183195332 -9.000 2 . . 120599001 125734321 5135.321 596 8.616 0.995 0.005
 183195332 183195332 -9.000 2 . . 125874062 130892415 5018.354 643 7.805 0.989 0.011
 183195332 183195332 -9.000 2 . . 130913931 137579960 6666.030 742 8.984 0.993 0.007
 183195332 183195332 -9.000 2 . . 137601695 138671661 1069.967 226 4.734 0.982 0.018
 183195332 183195332 -9.000 2 . . 139076486 140836435 1759.950 157 11.210 0.987 0.013
 183195332 183195332 -9.000 2 . . 140842759 142745101 1902.343 269 7.072 0.981 0.019
 183195332 183195332 -9.000 2 . . 142749197 143452094 702.898 138 5.093 0.978 0.022
 183195332 183195332 -9.000 2 . . 143709580 149799620 6090.041 691 8.813 0.990 0.010
 183195332 183195332 -9.000 3 . . 45669 4111420 4065.752 334 12.173 0.994 0.006
 183195332 183195332 -9.000 3 . . 4611613 5762753 1151.141 142 8.107 0.993 0.007
 183195332 183195332 -9.000 3 . . 5762794 7718387 1955.594 281 6.959 0.989 0.011
 183195332 183195332 -9.000 3 . . 7922339 8335380 413.042 57 7.246 0.982 0.018
 183195332 183195332 -9.000 3 . . 8335502 10978476 2642.975 276 9.576 0.996 0.004
 183195332 183195332 -9.000 3 . . 11025081 13544274 2519.194 282 8.933 0.989 0.011
 183195332 183195332 -9.000 3 . . 14001095 14532781 531.687 92 5.779 0.989 0.011
 183195332 183195332 -9.000 3 . . 14562120 15182791 620.672 63 9.852 0.984 0.016
 183195332 183195332 -9.000 3 . . 15189522 16109821 920.300 124 7.422 0.992 0.008
 183195332 183195332 -9.000 3 . . 16840304 17591706 751.403 143 5.255 0.979 0.021
 183195332 183195332 -9.000 3 . . 17592698 21855426 4262.729 374 11.398 0.992 0.008
 183195332 183195332 -9.000 3 . . 21863477 27760853 5897.377 578 10.203 0.995 0.005
 183195332 183195332 -9.000 3 . . 27764762 28963962 1199.201 222 5.402 0.991 0.009
 183195332 183195332 -9.000 3 . . 29380975 33394589 4013.615 412 9.742 0.993 0.007
 183195332 183195332 -9.000 3 . . 34113030 37614932 3501.903 349 10.034 0.986 0.014
 183195332 183195332 -9.000 3 . . 37615010 38684409 1069.400 77 13.888 0.974 0.026
 183195332 183195332 -9.000 3 . . 38901425 41381187 2479.763 235 10.552 0.979 0.021
 183195332 183195332 -9.000 3 . . 41381425 41902007 520.583 84 6.197 0.976 0.024
 183195332 183195332 -9.000 3 . . 41965662 44225472 2259.811 247 9.149 0.984 0.016
 183195332 183195332 -9.000 3 . . 44225507 49135588 4910.082 401 12.245 0.985 0.015
 183195332 183195332 -9.000 3 . . 49135685 50274737 1139.053 125 9.112 0.976 0.024
 183195332 183195332 -9.000 3 . . 50366995 59735335 9368.341 939 9.977 0.989 0.011
 183195332 183195332 -9.000 3 . . 59735385 62518377 2782.993 304 9.155 0.993 0.007
 183195332 183195332 -9.000 3 . . 63316731 64993176 1676.446 230 7.289 0.991 0.009
 183195332 183195332 -9.000 3 . . 65104088 68461823 3357.736 402 8.353 0.983 0.017
 183195332 183195332 -9.000 3 . . 68484297 69277728 793.432 79 10.043 0.975 0.025
 183195332 183195332 -9.000 3 . . 69563668 70366913 803.246 143 5.617 0.993 0.007
 183195332 183195332 -9.000 3 . . 70419163 71676188 1257.026 88 14.284 0.977 0.023
 183195332 183195332 -9.000 3 . . 71694765 72938100 1243.336 115 10.812 0.983 0.017
 183195332 183195332 -9.000 3 . . 72938142 77231922 4293.781 514 8.354 0.990 0.010
 183195332 183195332 -9.000 3 . . 77231982 82855493 5623.512 600 9.373 0.997 0.003
 183195332 183195332 -9.000 3 . . 83066735 84911827 1845.093 238 7.752 0.983 0.017
 183195332 183195332 -9.000 3 . . 85056589 86074448 1017.860 191 5.329 0.990 0.010
 183195332 183195332 -9.000 3 . . 86074533 94325099 8250.567 947 8.712 0.993 0.007
 183195332 183195332 -9.000 3 . . 94325416 96098242 1772.827 213 8.323 0.981 0.019
 183195332 183195332 -9.000 3 . . 96098294 96793334 695.041 137 5.073 0.978 0.022
 183195332 183195332 -9.000 3 . . 97203456 97811525 608.070 79 7.697 0.987 0.013
 183195332 183195332 -9.000 3 . . 97946753 99133376 1186.624 127 9.343 0.984 0.016
 183195332 183195332 -9.000 3 . . 99371480 99797218 425.739 69 6.170 0.986 0.014
 183195332 183195332 -9.000 3 . . 100043937 103356990 3313.054 346 9.575 0.986 0.014
 183195332 183195332 -9.000 3 . . 103381173 105458316 2077.144 191 10.875 0.990 0.010
 183195332 183195332 -9.000 3 . . 105539896 109429915 3890.020 542 7.177 0.989 0.011
 183195332 183195332 -9.000 3 . . 109632375 109959617 327.243 104 3.147 0.981 0.019
 183195332 183195332 -9.000 3 . . 110378822 111062197 683.376 150 4.556 0.993 0.007
 183195332 183195332 -9.000 4 . . 485689 904911 419.223 81 5.176 0.988 0.012
 183195332 183195332 -9.000 4 . . 904963 1692182 787.220 241 3.266 0.992 0.008
 183195332 183195332 -9.000 4 . . 1795364 2724649 929.286 170 5.466 0.988 0.012
 183195332 183195332 -9.000 4 . . 3555762 4764592 1208.831 181 6.679 0.972 0.028
 183195332 183195332 -9.000 4 . . 5087287 7289131 2201.845 229 9.615 0.991 0.009
 183195332 183195332 -9.000 4 . . 7289439 10395159 3105.721 408 7.612 0.995 0.005
 183195332 183195332 -9.000 4 . . 10395260 12410934 2015.675 203 9.929 0.990 0.010
 183195332 183195332 -9.000 4 . . 13408763 13978573 569.811 137 4.159 0.993 0.007
 183195332 183195332 -9.000 4 . . 13978612 21186563 7207.952 676 10.663 0.997 0.003
 183195332 183195332 -9.000 4 . . 22394739 24305853 1911.115 437 4.373 0.991 0.009
 183195332 183195332 -9.000 4 . . 24349334 28021823 3672.490 460 7.984 0.991 0.009
 183195332 183195332 -9.000 4 . . 28021904 37154967 9133.064 792 11.532 0.994 0.006
 183195332 183195332 -9.000 4 . . 37155201 39263418 2108.218 183 11.520 0.995 0.005
 183195332 183195332 -9.000 4 . . 39263467 49350776 10087.310 870 11.595 0.989 0.011
 183195332 183195332 -9.000 4 . . 50106003 51772757 1666.755 119 14.006 0.983 0.017
 183195332 183195332 -9.000 4 . . 51988066 53407370 1419.305 93 15.261 0.989 0.011
 183195332 183195332 -9.000 4 . . 53782396 57369316 3586.921 208 17.245 0.986 0.014
 183195332 183195332 -9.000 4 . . 57479448 59772247 2292.800 212 10.815 0.986 0.014
 183195332 183195332 -9.000 4 . . 61156329 61631349 475.021 83 5.723 0.976 0.024
 183195332 183195332 -9.000 4 . . 61631410 63485496 1854.087 186 9.968 0.984 0.016
 183195332 183195332 -9.000 4 . . 63485599 64982161 1496.563 217 6.897 0.991 0.009
 183195332 183195332 -9.000 4 . . 66464442 67419361 954.920 116 8.232 1.000 0.000
 183195332 183195332 -9.000 4 . . 67439889 68415141 975.253 77 12.666 0.987 0.013
 183195332 183195332 -9.000 4 . . 68642999 68968907 325.909 72 4.527 0.972 0.028
 183195332 183195332 -9.000 4 . . 69020511 69416174 395.664 67 5.905 0.985 0.015
 183195332 183195332 -9.000 4 . . 69917568 70270713 353.146 62 5.696 1.000 0.000
 183195332 183195332 -9.000 5 . . 66058 515481 449.424 54 8.323 0.981 0.019
 183195332 183195332 -9.000 5 . . 1106569 2598152 1491.584 225 6.629 0.982 0.018
 183195332 183195332 -9.000 5 . . 2606003 5886725 3280.723 288 11.391 0.986 0.014
 183195332 183195332 -9.000 5 . . 7810509 10695331 2884.823 367 7.861 0.989 0.011
 183195332 183195332 -9.000 5 . . 10703587 11468693 765.107 142 5.388 1.000 0.000
 183195332 183195332 -9.000 5 . . 11838934 18531607 6692.674 674 9.930 0.994 0.006
 183195332 183195332 -9.000 5 . . 18531907 23163477 4631.571 472 9.813 0.987 0.013
 183195332 183195332 -9.000 5 . . 23163527 29058466 5894.940 623 9.462 0.990 0.010
 183195332 183195332 -9.000 5 . . 29262796 30714063 1451.268 229 6.337 0.983 0.017
 183195332 183195332 -9.000 5 . . 30738178 31539380 801.203 99 8.093 0.980 0.020
 183195332 183195332 -9.000 5 . . 32027745 37065234 5037.490 479 10.517 0.985 0.015
 183195332 183195332 -9.000 5 . . 37074872 40204518 3129.647 320 9.780 0.991 0.009
 183195332 183195332 -9.000 5 . . 41137996 42793260 1655.265 304 5.445 0.987 0.013
 183195332 183195332 -9.000 5 . . 44013976 46177982 2164.007 176 12.295 0.983 0.017
 183195332 183195332 -9.000 5 . . 46388687 46897032 508.346 60 8.472 0.983 0.017
 183195332 183195332 -9.000 5 . . 46920054 48510513 1590.460 152 10.464 0.980 0.020
 183195332 183195332 -9.000 5 . . 48621371 51052414 2431.044 265 9.174 0.992 0.008
 183195332 183195332 -9.000 5 . . 51052523 54850475 3797.953 404 9.401 0.998 0.002
 183195332 183195332 -9.000 5 . . 54850528 55825782 975.255 139 7.016 0.986 0.014
 183195332 183195332 -9.000 5 . . 56216391 56523326 306.936 72 4.263 0.972 0.028
 183195332 183195332 -9.000 5 . . 56708384 57866300 1157.917 195 5.938 0.990 0.010
 183195332 183195332 -9.000 5 . . 58753342 60020219 1266.878 223 5.681 0.987 0.013
 183195332 183195332 -9.000 5 . . 60024190 61353956 1329.767 229 5.807 0.983 0.017
 183195332 183195332 -9.000 6 . . 23536 943864 920.329 168 5.478 0.976 0.024
 183195332 183195332 -9.000 6 . . 1087570 2322112 1234.543 234 5.276 0.974 0.026
 183195332 183195332 -9.000 6 . . 2325857 2873938 548.082 95 5.769 0.979 0.021
 183195332 183195332 -9.000 6 . . 2888452 3723326 834.875 142 5.879 0.979 0.021
 183195332 183195332 -9.000 6 . . 4059429 10791524 6732.096 644 10.454 0.983 0.017
 183195332 183195332 -9.000 6 . . 11119188 13080729 1961.542 156 12.574 0.981 0.019
 183195332 183195332 -9.000 6 . . 13152783 18534795 5382.013 434 12.401 0.986 0.014
 183195332 183195332 -9.000 6 . . 19099769 26420470 7320.702 489 14.971 0.990 0.010
 183195332 183195332 -9.000 6 . . 26608343 27441291 832.949 110 7.572 0.991 0.009
 183195332 183195332 -9.000 6 . . 27441318 29023736 1582.419 141 11.223 0.972 0.028
 183195332 183195332 -9.000 6 . . 29299734 31736399 2436.666 419 5.815 0.983 0.017
 183195332 183195332 -9.000 6 . . 31824602 32463171 638.570 99 6.450 0.980 0.020
 183195332 183195332 -9.000 6 . . 32480016 33266986 786.971 123 6.398 0.992 0.008
 183195332 183195332 -9.000 6 . . 33365708 35779404 2413.697 427 5.653 0.981 0.019
 183195332 183195332 -9.000 7 . . 324341 1108367 784.027 103 7.612 0.990 0.010
 183195332 183195332 -9.000 7 . . 1236097 1605899 369.803 118 3.134 0.992 0.008
 183195332 183195332 -9.000 7 . . 2545343 5237550 2692.208 226 11.912 0.982 0.018
 183195332 183195332 -9.000 7 . . 5354154 23864765 18510.612 1543 11.997 0.995 0.005
 183195332 183195332 -9.000 7 . . 24234105 28758051 4523.947 305 14.833 0.980 0.020
 183195332 183195332 -9.000 7 . . 28972023 32683931 3711.909 300 12.373 0.990 0.010
 183195332 183195332 -9.000 7 . . 32683965 33296125 612.161 72 8.502 0.986 0.014
 183195332 183195332 -9.000 7 . . 33410867 33735427 324.561 70 4.637 0.986 0.014
 183195332 183195332 -9.000 7 . . 33735493 35796163 2060.671 143 14.410 1.000 0.000
 183195332 183195332 -9.000 7 . . 35934304 37259404 1325.101 233 5.687 0.996 0.004
 183195332 183195332 -9.000 7 . . 37505580 38002425 496.846 87 5.711 0.977 0.023
 183195332 183195332 -9.000 8 . . 43203 854898 811.696 94 8.635 0.989 0.011
 183195332 183195332 -9.000 8 . . 855159 1212788 357.630 80 4.470 0.975 0.025
 183195332 183195332 -9.000 8 . . 2093757 2491034 397.278 82 4.845 0.976 0.024
 183195332 183195332 -9.000 8 . . 2579772 2977890 398.119 86 4.629 0.977 0.023
 183195332 183195332 -9.000 8 . . 3300838 5823812 2522.975 243 10.383 0.984 0.016
 183195332 183195332 -9.000 8 . . 6262629 10110359 3847.731 328 11.731 0.988 0.012
 183195332 183195332 -9.000 8 . . 10139261 19109894 8970.634 859 10.443 0.988 0.012
 183195332 183195332 -9.000 8 . . 19221513 23390594 4169.082 484 8.614 0.988 0.012
 183195332 183195332 -9.000 8 . . 23390710 24282931 892.222 62 14.391 0.984 0.016
 183195332 183195332 -9.000 8 . . 24462630 26424265 1961.636 149 13.165 0.993 0.007
 183195332 183195332 -9.000 8 . . 26600548 27361312 760.765 130 5.852 0.992 0.008
 183195332 183195332 -9.000 8 . . 27723472 29001558 1278.087 164 7.793 0.988 0.012
 183195332 183195332 -9.000 8 . . 29715535 30512330 796.796 104 7.662 0.981 0.019
 183195332 183195332 -9.000 9 . . 13197 499773 486.577 51 9.541 0.980 0.020
 183195332 183195332 -9.000 9 . . 744055 1431380 687.326 91 7.553 0.978 0.022
 183195332 183195332 -9.000 9 . . 1431719 1946830 515.112 118 4.365 0.992 0.008
 183195332 183195332 -9.000 9 . . 3647496 10030377 6382.882 719 8.877 0.983 0.017
 183195332 183195332 -9.000 9 . . 10369053 11246766 877.714 63 13.932 0.968 0.032
 183195332 183195332 -9.000 9 . . 11592678 17494594 5901.917 460 12.830 0.987 0.013
 183195332 183195332 -9.000 9 . . 17725855 19657784 1931.930 154 12.545 0.981 0.019
 183195332 183195332 -9.000 9 . . 20905151 22312900 1407.750 88 15.997 0.977 0.023
 183195332 183195332 -9.000 9 . . 23277292 24775914 1498.623 202 7.419 0.980 0.020
 183195332 183195332 -9.000 10 . . 501787 4918439 4416.653 388 11.383 0.990 0.010
 183195332 183195332 -9.000 10 . . 5475935 15437202 9961.268 888 11.218 0.986 0.014
 183195332 183195332 -9.000 10 . . 15512732 16281072 768.341 80 9.604 0.975 0.025
 183195332 183195332 -9.000 10 . . 16772131 18086936 1314.806 127 10.353 0.984 0.016
 183195332 183195332 -9.000 10 . . 18090083 19095145 1005.063 135 7.445 0.993 0.007
 183195332 183195332 -9.000 11 . . 313416 912558 599.143 115 5.210 0.983 0.017
 183195332 183195332 -9.000 11 . . 912665 1471431 558.767 60 9.313 0.967 0.033
 183195332 183195332 -9.000 11 . . 1880097 3823896 1943.800 296 6.567 0.983 0.017
 183195332 183195332 -9.000 11 . . 3834214 12727723 8893.510 888 10.015 0.985 0.015
 183195332 183195332 -9.000 11 . . 12843835 16620239 3776.405 334 11.307 0.988 0.012
 183195332 183195332 -9.000 11 . . 16658563 17343075 684.513 89 7.691 0.978 0.022
 183195332 183195332 -9.000 11 . . 17343117 18391188 1048.072 204 5.138 0.990 0.010
 183195332 183195332 -9.000 11 . . 18391222 20864317 2473.096 187 13.225 0.995 0.005
 183195332 183195332 -9.000 12 . . 33750 2115466 2081.717 274 7.598 0.982 0.018
 183195332 183195332 -9.000 12 . . 2158835 10978209 8819.375 660 13.363 0.992 0.008
 183195332 183195332 -9.000 12 . . 11247446 19197119 7949.674 616 12.905 0.990 0.010
 183195332 183195332 -9.000 12 . . 19426446 20802796 1376.351 128 10.753 1.000 0.000
 183195332 183195332 -9.000 13 . . 687576 1857452 1169.877 94 12.446 0.989 0.011
 183195332 183195332 -9.000 13 . . 1857476 2574270 716.795 137 5.232 0.993 0.007
 183195332 183195332 -9.000 13 . . 2574308 5116922 2542.615 278 9.146 0.982 0.018
 183195332 183195332 -9.000 13 . . 6497020 10057744 3560.725 201 17.715 0.975 0.025
 183195332 183195332 -9.000 13 . . 10802059 11185225 383.167 69 5.553 0.986 0.014
 183195332 183195332 -9.000 13 . . 11185410 12478284 1292.875 78 16.575 1.000 0.000
 183195332 183195332 -9.000 13 . . 12637957 13310385 672.429 82 8.200 0.988 0.012
 183195332 183195332 -9.000 13 . . 13366397 15321702 1955.306 131 14.926 0.992 0.008
 183195332 183195332 -9.000 13 . . 15321740 16043268 721.529 102 7.074 1.000 0.000
 183195332 183195332 -9.000 13 . . 16136734 18059556 1922.823 208 9.244 0.986 0.014
 183195332 183195332 -9.000 14 . . 103165 1292796 1189.632 92 12.931 0.989 0.011
 183195332 183195332 -9.000 14 . . 1292879 2054991 762.113 183 4.165 0.984 0.016
 183195332 183195332 -9.000 14 . . 2072417 2539074 466.658 63 7.407 0.984 0.016
 183195332 183195332 -9.000 14 . . 4368149 9460618 5092.470 242 21.043 0.975 0.025
 183195332 183195332 -9.000 14 . . 10060390 14242344 4181.955 468 8.936 0.989 0.011
 183195332 183195332 -9.000 14 . . 14242390 14844175 601.786 71 8.476 0.986 0.014
 183195332 183195332 -9.000 14 . . 15013768 16467491 1453.724 65 22.365 0.985 0.015
 183195332 183195332 -9.000 15 . . 157137 1719461 1562.325 229 6.822 0.991 0.009
 183195332 183195332 -9.000 15 . . 1879570 3182320 1302.751 114 11.428 0.982 0.018
 183195332 183195332 -9.000 15 . . 3307221 4482358 1175.138 111 10.587 0.991 0.009
 183195332 183195332 -9.000 15 . . 4482436 6355653 1873.218 179 10.465 0.989 0.011
 183195332 183195332 -9.000 15 . . 6355684 10152131 3796.448 383 9.912 0.995 0.005
 183195332 183195332 -9.000 15 . . 10631147 11235035 603.889 90 6.710 0.978 0.022
 183195332 183195332 -9.000 15 . . 12207881 12787742 579.862 89 6.515 0.978 0.022
 183195332 183195332 -9.000 15 . . 13321629 13696702 375.074 94 3.990 0.979 0.021
 183195332 183195332 -9.000 17 . . 22800 511241 488.442 170 2.873 0.982 0.018
 183195332 183195332 -9.000 17 . . 547133 1249056 701.924 144 4.874 0.979 0.021
 183195332 183195332 -9.000 17 . . 1450399 1985110 534.712 143 3.739 0.979 0.021
 183195332 183195332 -9.000 17 . . 2024193 9491482 7467.290 907 8.233 0.988 0.012
 183195332 183195332 -9.000 17 . . 9603452 10164279 560.828 96 5.842 0.979 0.021
 183195332 183195332 -9.000 17 . . 10211622 10846033 634.412 73 8.691 0.973 0.027
 183195332 183195332 -9.000 18 . . 124845 2283122 2158.278 135 15.987 0.978 0.022
 183195332 183195332 -9.000 18 . . 2283201 3486536 1203.336 235 5.121 0.983 0.017
 183195332 183195332 -9.000 18 . . 4068918 4788501 719.584 108 6.663 1.000 0.000
 183195332 183195332 -9.000 18 . . 5080987 5529515 448.529 99 4.531 0.980 0.020
 183195332 183195332 -9.000 18 . . 5774789 6686797 912.009 178 5.124 0.989 0.011
 183195332 183195332 -9.000 18 . . 6712047 7867161 1155.115 90 12.835 0.989 0.011
 183195332 183195332 -9.000 18 . . 7889760 8438053 548.294 99 5.538 0.990 0.010
 183195332 183195332 -9.000 18 . . 8598066 10674598 2076.533 177 11.732 0.983 0.017
 183195332 183195332 -9.000 18 . . 10674643 12432531 1757.889 177 9.932 0.983 0.017
