chrom	end	h	hlow	hhigh	sample	pop
chr1	39000000	0.00588886	0.00509485	0.00668287	29779	hKIWA
chr1	40000000	0.00571759	0.0049218	0.00651339	29779	hKIWA
chr1	41000000	0.00513721	0.00436913	0.00590529	29779	hKIWA
chr1	42000000	0.0059211	0.00511129	0.00673091	29779	hKIWA
chr1	43000000	0.00596583	0.00516117	0.0067705	29779	hKIWA
chr1	44000000	0.00598165	0.00518573	0.00677757	29779	hKIWA
chr1	45000000	0.00506355	0.00429425	0.00583285	29779	hKIWA
chr1	46000000	0.00481115	0.00404995	0.00557234	29779	hKIWA
chr1	47000000	0.00624186	0.00543574	0.00704798	29779	hKIWA
chr1	48000000	0.00619634	0.00539382	0.00699886	29779	hKIWA
chr1	49000000	0.00412403	0.00339767	0.00485039	29779	hKIWA
chr1	50000000	0.00370556	0.00301084	0.00440027	29779	hKIWA
chr1	51000000	0.00412476	0.00341216	0.00483736	29779	hKIWA
chr1	52000000	0.00465486	0.0039088	0.00540092	29779	hKIWA
chr1	53000000	0.00630369	0.00548114	0.00712624	29779	hKIWA
chr1	54000000	0.00503568	0.00428211	0.00578924	29779	hKIWA
chr1	55000000	0.00540006	0.00463261	0.00616752	29779	hKIWA
chr1	56000000	0.00555336	0.00477561	0.0063311	29779	hKIWA
chr1	57000000	0.00757473	0.00671004	0.00843941	29779	hKIWA
chr1	58000000	0.0067362	0.00590129	0.00757111	29779	hKIWA
chr1	59000000	0.00706719	0.00622215	0.00791224	29779	hKIWA
chr1	60000000	0.00844338	0.00753191	0.00935485	29779	hKIWA
chr1	61000000	0.0070123	0.00616521	0.00785938	29779	hKIWA
chr1	62000000	0.00455932	0.00383044	0.00528821	29779	hKIWA
chr1	63000000	0.00698478	0.00614411	0.00782544	29779	hKIWA
chr1	64000000	0.00442181	0.00371289	0.00513073	29779	hKIWA
chr1	65000000	0.00545489	0.00468928	0.0062205	29779	hKIWA
chr1	66000000	0.00534605	0.00458116	0.00611095	29779	hKIWA
chr1	67000000	0.0063664	0.00556026	0.00717255	29779	hKIWA
chr1	68000000	0.00901706	0.00808803	0.00994608	29779	hKIWA
chr1	69000000	0.00845348	0.00754699	0.00935997	29779	hKIWA
chr1	70000000	0.0081322	0.00723732	0.00902707	29779	hKIWA
chr1	71000000	0.00779647	0.00691605	0.0086769	29779	hKIWA
chr1	72000000	0.00724715	0.00638656	0.00810774	29779	hKIWA
chr1	73000000	0.00547506	0.00470495	0.00624518	29779	hKIWA
chr1	74000000	0.00403384	0.00334118	0.00472651	29779	hKIWA
chr1	75000000	0.00543795	0.00467612	0.00619978	29779	hKIWA
chr1	76000000	0.00534457	0.0045823	0.00610685	29779	hKIWA
chr1	77000000	0.00654741	0.00573152	0.00736331	29779	hKIWA
chr1	78000000	0.00734939	0.00650229	0.00819649	29779	hKIWA
chr1	79000000	0.00667163	0.00586397	0.00747928	29779	hKIWA
chr1	80000000	0.00531329	0.00456498	0.0060616	29779	hKIWA
chr1	81000000	0.0046951	0.00396538	0.00542481	29779	hKIWA
chr1	82000000	0.00557127	0.00479574	0.0063468	29779	hKIWA
chr1	83000000	0.00559948	0.00482132	0.00637763	29779	hKIWA
chr1	84000000	0.0039048	0.00321674	0.00459286	29779	hKIWA
chr1	85000000	0.00454165	0.0038194	0.0052639	29779	hKIWA
chr1	86000000	0.0042125	0.00350813	0.00491688	29779	hKIWA
chr1	87000000	0.00572572	0.00494786	0.00650358	29779	hKIWA
chr1	88000000	0.00430237	0.00358789	0.00501686	29779	hKIWA
chr1	89000000	0.00438421	0.00366329	0.00510513	29779	hKIWA
chr1	90000000	0.0037417	0.00306083	0.00442258	29779	hKIWA
chr1	91000000	0.00443283	0.00371103	0.00515464	29779	hKIWA
chr1	92000000	0.0078874	0.00700621	0.00876859	29779	hKIWA
chr1	93000000	0.0077268	0.00684863	0.00860497	29779	hKIWA
chr1	94000000	0.00627215	0.00546962	0.00707469	29779	hKIWA
chr1	95000000	0.00604057	0.00525534	0.00682579	29779	hKIWA
chr1	96000000	0.00596235	0.00517644	0.00674826	29779	hKIWA
chr1	97000000	0.00560015	0.00482475	0.00637556	29779	hKIWA
chr1	98000000	0.00483008	0.00408301	0.00557716	29779	hKIWA
chr1	99000000	0.00517079	0.00442448	0.00591711	29779	hKIWA
chr1	100000000	0.0059705	0.00517709	0.00676391	29779	hKIWA
chr1	101000000	0.00462326	0.00389597	0.00535054	29779	hKIWA
chr1	102000000	0.00642885	0.00561269	0.007245	29779	hKIWA
chr1	103000000	0.00658605	0.005759	0.00741311	29779	hKIWA
chr1	104000000	0.00712545	0.00627948	0.00797142	29779	hKIWA
chr1	105000000	0.0069256	0.00608902	0.00776218	29779	hKIWA
chr1	106000000	0.00568005	0.00487034	0.00648976	29779	hKIWA
chr1	107000000	0.00554317	0.0047374	0.00634894	29779	hKIWA
chr1	108000000	0.00587704	0.00506136	0.00669273	29779	hKIWA
chr1	109000000	0.00630217	0.00544516	0.00715918	29779	hKIWA
chr1	110000000	0.00686921	0.00597309	0.00776533	29779	hKIWA
chr1	111000000	0.00755503	0.00662366	0.00848639	29779	hKIWA
chr1	112000000	0.00838219	0.00727921	0.00948518	29779	hKIWA
chr1	113000000	0.0105004	0.00917702	0.0118238	29779	hKIWA
chr1	114000000	0.00820673	0.0068827	0.00953075	29779	hKIWA
chr1	114063801	0.0104193	0.00505609	0.0157826	29779	hKIWA
chr1a	1000000	0.0108556	0.00932007	0.0123912	29779	hKIWA
chr1a	2000000	0.00887323	0.00757855	0.0101679	29779	hKIWA
chr1a	3000000	0.00818836	0.00715052	0.00922619	29779	hKIWA
chr1a	4000000	0.00623252	0.00537337	0.00709167	29779	hKIWA
chr1a	5000000	0.00656558	0.00572945	0.00740172	29779	hKIWA
chr1a	6000000	0.00610589	0.00529711	0.00691467	29779	hKIWA
chr1a	7000000	0.00647018	0.0056279	0.00731246	29779	hKIWA
chr1a	8000000	0.00605253	0.00523353	0.00687154	29779	hKIWA
chr1a	9000000	0.00619762	0.0054013	0.00699394	29779	hKIWA
chr1a	10000000	0.00738182	0.00653309	0.00823055	29779	hKIWA
chr1a	11000000	0.00654449	0.00572603	0.00736294	29779	hKIWA
chr1a	12000000	0.00641644	0.00560264	0.00723023	29779	hKIWA
chr1a	13000000	0.00592115	0.00513475	0.00670755	29779	hKIWA
chr1a	14000000	0.00493443	0.00418205	0.0056868	29779	hKIWA
chr1a	15000000	0.00495729	0.00421	0.00570458	29779	hKIWA
chr1a	16000000	0.00621774	0.00541181	0.00702366	29779	hKIWA
chr1a	17000000	0.00670106	0.00588203	0.00752009	29779	hKIWA
chr1a	18000000	0.00652003	0.00570753	0.00733253	29779	hKIWA
chr1a	19000000	0.00629138	0.00550609	0.00707666	29779	hKIWA
chr1a	20000000	0.00518395	0.00443617	0.00593172	29779	hKIWA
chr1a	21000000	0.00680886	0.00598687	0.00763085	29779	hKIWA
chr1a	22000000	0.00523379	0.00448352	0.00598406	29779	hKIWA
chr1a	23000000	0.00606687	0.00527588	0.00685786	29779	hKIWA
chr1a	24000000	0.00602731	0.00523484	0.00681979	29779	hKIWA
chr1a	25000000	0.00544523	0.00468132	0.00620914	29779	hKIWA
chr1a	26000000	0.00544653	0.00468164	0.00621143	29779	hKIWA
chr1a	27000000	0.00617875	0.00538956	0.00696795	29779	hKIWA
chr1a	28000000	0.00591119	0.00512624	0.00669613	29779	hKIWA
chr1a	29000000	0.00461755	0.00389167	0.00534343	29779	hKIWA
chr1a	30000000	0.00464184	0.00392138	0.0053623	29779	hKIWA
chr1a	31000000	0.00634483	0.00554388	0.00714578	29779	hKIWA
chr1a	32000000	0.00594491	0.00515122	0.0067386	29779	hKIWA
chr1a	33000000	0.00418075	0.00347212	0.00488938	29779	hKIWA
chr1a	34000000	0.00441412	0.00368945	0.00513878	29779	hKIWA
chr1a	35000000	0.00493257	0.0041828	0.00568233	29779	hKIWA
chr1a	36000000	0.00522397	0.00446149	0.00598645	29779	hKIWA
chr1a	37000000	0.00591146	0.00511713	0.00670579	29779	hKIWA
chr1a	38000000	0.00602559	0.00524449	0.0068067	29779	hKIWA
chr1a	39000000	0.00638248	0.00557109	0.00719387	29779	hKIWA
chr1a	40000000	0.00752798	0.00666999	0.00838598	29779	hKIWA
chr1a	41000000	0.00764195	0.00678308	0.00850083	29779	hKIWA
chr1a	42000000	0.00681272	0.00598754	0.0076379	29779	hKIWA
chr1a	43000000	0.00663248	0.00581863	0.00744634	29779	hKIWA
chr1a	44000000	0.00569086	0.00491737	0.00646436	29779	hKIWA
chr1a	45000000	0.00592088	0.00513554	0.00670622	29779	hKIWA
chr1a	46000000	0.00607041	0.00526512	0.00687569	29779	hKIWA
chr1a	47000000	0.00453558	0.00378519	0.00528598	29779	hKIWA
chr1a	48000000	0.00538601	0.0045876	0.00618442	29779	hKIWA
chr1a	49000000	0.00464552	0.00389564	0.0053954	29779	hKIWA
chr1a	50000000	0.00409589	0.00333441	0.00485737	29779	hKIWA
chr1a	51000000	0.00358776	0.00287171	0.00430381	29779	hKIWA
chr1a	52000000	0.00299014	0.00231486	0.00366543	29779	hKIWA
chr1a	53000000	0.00360675	0.00291125	0.00430224	29779	hKIWA
chr1a	54000000	0.00272005	0.00198978	0.00345031	29779	hKIWA
chr1a	55000000	0.0027129	0.00205516	0.00337063	29779	hKIWA
chr1a	56000000	0.00409262	0.00337391	0.00481132	29779	hKIWA
chr1a	57000000	0.0052946	0.00450882	0.00608038	29779	hKIWA
chr1a	58000000	0.00551586	0.004724	0.00630772	29779	hKIWA
chr1a	59000000	0.00667489	0.00583384	0.00751594	29779	hKIWA
chr1a	60000000	0.00708815	0.0062254	0.00795091	29779	hKIWA
chr1a	61000000	0.00491979	0.00414915	0.00569043	29779	hKIWA
chr1a	62000000	0.00554099	0.00475055	0.00633144	29779	hKIWA
chr1a	63000000	0.0076322	0.00674137	0.00852302	29779	hKIWA
chr1a	64000000	0.00601451	0.00519077	0.00683824	29779	hKIWA
chr1a	65000000	0.0075443	0.00663285	0.00845574	29779	hKIWA
chr1a	66000000	0.00733837	0.0064591	0.00821764	29779	hKIWA
chr1a	67000000	0.00703908	0.00617238	0.00790578	29779	hKIWA
chr1a	68000000	0.00860167	0.00764305	0.0095603	29779	hKIWA
chr1a	69000000	0.00783551	0.00692959	0.00874143	29779	hKIWA
chr1a	70000000	0.00768934	0.00676368	0.00861499	29779	hKIWA
chr1a	71000000	0.00704002	0.00610781	0.00797223	29779	hKIWA
chr1a	71386623	0.00373506	0.00248075	0.00498938	29779	hKIWA
chr2	1000000	0.00759238	0.00638384	0.00880092	29779	hKIWA
chr2	2000000	0.0099009	0.00851719	0.0112846	29779	hKIWA
chr2	3000000	0.00867975	0.00754875	0.00981075	29779	hKIWA
chr2	4000000	0.00866653	0.00764793	0.00968514	29779	hKIWA
chr2	5000000	0.00585627	0.00499876	0.00671378	29779	hKIWA
chr2	6000000	0.00631637	0.00544523	0.0071875	29779	hKIWA
chr2	7000000	0.00630478	0.00546842	0.00714114	29779	hKIWA
chr2	8000000	0.00732783	0.00643922	0.00821644	29779	hKIWA
chr2	9000000	0.00623934	0.00539415	0.00708453	29779	hKIWA
chr2	10000000	0.00630895	0.00549639	0.00712151	29779	hKIWA
chr2	11000000	0.00602041	0.00523266	0.00680816	29779	hKIWA
chr2	12000000	0.00671706	0.00588475	0.00754937	29779	hKIWA
chr2	13000000	0.00641827	0.00562379	0.00721275	29779	hKIWA
chr2	14000000	0.0064455	0.00563548	0.00725552	29779	hKIWA
chr2	15000000	0.00482019	0.00407832	0.00556205	29779	hKIWA
chr2	16000000	0.00460976	0.00386658	0.00535294	29779	hKIWA
chr2	17000000	0.00455792	0.00382891	0.00528694	29779	hKIWA
chr2	18000000	0.00524073	0.00448953	0.00599193	29779	hKIWA
chr2	19000000	0.00525993	0.00448646	0.00603341	29779	hKIWA
chr2	20000000	0.00634423	0.00552936	0.00715909	29779	hKIWA
chr2	21000000	0.00637447	0.00557085	0.00717808	29779	hKIWA
chr2	22000000	0.00577737	0.00500464	0.00655009	29779	hKIWA
chr2	23000000	0.00644221	0.00563038	0.00725403	29779	hKIWA
chr2	24000000	0.00549165	0.00472789	0.0062554	29779	hKIWA
chr2	25000000	0.00592327	0.00513996	0.00670658	29779	hKIWA
chr2	26000000	0.00426578	0.00354756	0.004984	29779	hKIWA
chr2	27000000	0.00560323	0.00483768	0.00636879	29779	hKIWA
chr2	28000000	0.00511829	0.00437287	0.00586372	29779	hKIWA
chr2	29000000	0.00569433	0.00492759	0.00646106	29779	hKIWA
chr2	30000000	0.00587303	0.00510054	0.00664552	29779	hKIWA
chr2	31000000	0.00517893	0.00444355	0.00591432	29779	hKIWA
chr2	32000000	0.00531161	0.0045572	0.00606601	29779	hKIWA
chr2	33000000	0.00543863	0.0046715	0.00620576	29779	hKIWA
chr2	34000000	0.00483287	0.00408855	0.00557719	29779	hKIWA
chr2	35000000	0.00403801	0.00333374	0.00474229	29779	hKIWA
chr2	36000000	0.00570959	0.00494276	0.00647642	29779	hKIWA
chr2	37000000	0.00533301	0.00456735	0.00609868	29779	hKIWA
chr2	38000000	0.00777503	0.00691054	0.00863953	29779	hKIWA
chr2	39000000	0.0058243	0.00503824	0.00661035	29779	hKIWA
chr2	40000000	0.00549619	0.0047264	0.00626598	29779	hKIWA
chr2	41000000	0.00589706	0.00510753	0.00668659	29779	hKIWA
chr2	42000000	0.00621703	0.00542473	0.00700933	29779	hKIWA
chr2	43000000	0.00599664	0.00519287	0.0068004	29779	hKIWA
chr2	44000000	0.00576898	0.00498616	0.00655181	29779	hKIWA
chr2	45000000	0.00558109	0.00481222	0.00634995	29779	hKIWA
chr2	46000000	0.00558723	0.0048144	0.00636005	29779	hKIWA
chr2	47000000	0.00577794	0.00500236	0.00655351	29779	hKIWA
chr2	48000000	0.00574615	0.00497606	0.00651625	29779	hKIWA
chr2	49000000	0.00608273	0.00528136	0.00688409	29779	hKIWA
chr2	50000000	0.00614817	0.00535482	0.00694151	29779	hKIWA
chr2	51000000	0.0074779	0.00662652	0.00832929	29779	hKIWA
chr2	52000000	0.00704079	0.0062059	0.00787568	29779	hKIWA
chr2	53000000	0.00493661	0.00419818	0.00567504	29779	hKIWA
chr2	54000000	0.00454721	0.00382924	0.00526518	29779	hKIWA
chr2	55000000	0.00487552	0.00411856	0.00563247	29779	hKIWA
chr2	56000000	0.00506547	0.00425645	0.0058745	29779	hKIWA
chr2	57000000	0.00270016	0.00205648	0.00334385	29779	hKIWA
chr2	58000000	0.0023387	0.00170297	0.00297443	29779	hKIWA
chr2	59000000	0.0041486	0.00343514	0.00486206	29779	hKIWA
chr2	60000000	0.00496625	0.00421017	0.00572233	29779	hKIWA
chr2	61000000	0.00485417	0.00411223	0.00559611	29779	hKIWA
chr2	62000000	0.004326	0.00360378	0.00504821	29779	hKIWA
chr2	63000000	0.00430878	0.00359378	0.00502378	29779	hKIWA
chr2	64000000	0.00481598	0.00406354	0.00556843	29779	hKIWA
chr2	65000000	0.00445697	0.00372971	0.00518424	29779	hKIWA
chr2	66000000	0.00425449	0.00353294	0.00497604	29779	hKIWA
chr2	67000000	0.00503506	0.00427195	0.00579816	29779	hKIWA
chr2	68000000	0.00516389	0.00439579	0.00593199	29779	hKIWA
chr2	69000000	0.00431532	0.00359255	0.00503809	29779	hKIWA
chr2	70000000	0.00466201	0.00391985	0.00540417	29779	hKIWA
chr2	71000000	0.00538263	0.00460963	0.00615563	29779	hKIWA
chr2	72000000	0.00744466	0.00657351	0.00831581	29779	hKIWA
chr2	73000000	0.00737945	0.00651379	0.00824511	29779	hKIWA
chr2	74000000	0.00734261	0.00647593	0.00820929	29779	hKIWA
chr2	75000000	0.00790464	0.00701294	0.00879634	29779	hKIWA
chr2	76000000	0.00817352	0.00727717	0.00906987	29779	hKIWA
chr2	77000000	0.00549432	0.00472034	0.0062683	29779	hKIWA
chr2	78000000	0.00505001	0.00430064	0.00579939	29779	hKIWA
chr2	79000000	0.00732951	0.00647123	0.00818779	29779	hKIWA
chr2	80000000	0.00612682	0.00532563	0.00692801	29779	hKIWA
chr2	81000000	0.00569063	0.00490979	0.00647146	29779	hKIWA
chr2	82000000	0.00620709	0.00538118	0.00703299	29779	hKIWA
chr2	83000000	0.00540686	0.00463824	0.00617549	29779	hKIWA
chr2	84000000	0.00679494	0.00596517	0.00762471	29779	hKIWA
chr2	85000000	0.00592476	0.00512467	0.00672484	29779	hKIWA
chr2	86000000	0.00545547	0.00468628	0.00622466	29779	hKIWA
chr2	87000000	0.00547528	0.00470065	0.00624991	29779	hKIWA
chr2	88000000	0.005241	0.00448168	0.00600032	29779	hKIWA
chr2	89000000	0.0054963	0.00472488	0.00626773	29779	hKIWA
chr2	90000000	0.00577598	0.00499228	0.00655968	29779	hKIWA
chr2	91000000	0.00514419	0.00439968	0.00588871	29779	hKIWA
chr2	92000000	0.00457693	0.0038533	0.00530055	29779	hKIWA
chr2	93000000	0.00408497	0.00338648	0.00478346	29779	hKIWA
chr2	94000000	0.00621071	0.00539581	0.00702562	29779	hKIWA
chr2	95000000	0.00815717	0.00726154	0.0090528	29779	hKIWA
chr2	96000000	0.00763779	0.00678353	0.00849205	29779	hKIWA
chr2	97000000	0.00821928	0.00732175	0.0091168	29779	hKIWA
chr2	98000000	0.00483732	0.00409319	0.00558145	29779	hKIWA
chr2	99000000	0.00558627	0.00482081	0.00635173	29779	hKIWA
chr2	100000000	0.00536305	0.00460791	0.00611819	29779	hKIWA
chr2	101000000	0.00476889	0.0040414	0.00549637	29779	hKIWA
chr2	102000000	0.00556693	0.00478863	0.00634523	29779	hKIWA
chr2	103000000	0.00510404	0.00435592	0.00585216	29779	hKIWA
chr2	104000000	0.00488096	0.00412845	0.00563348	29779	hKIWA
chr2	105000000	0.00338872	0.00273565	0.00404179	29779	hKIWA
chr2	106000000	0.00448386	0.00376296	0.00520476	29779	hKIWA
chr2	107000000	0.00671118	0.00589511	0.00752726	29779	hKIWA
chr2	108000000	0.0055456	0.00477487	0.00631633	29779	hKIWA
chr2	109000000	0.00486756	0.00412776	0.00560735	29779	hKIWA
chr2	110000000	0.00568777	0.00493157	0.00644397	29779	hKIWA
chr2	111000000	0.00721855	0.00637091	0.00806619	29779	hKIWA
chr2	112000000	0.00616997	0.00536317	0.00697676	29779	hKIWA
chr2	113000000	0.00516501	0.00440506	0.00592497	29779	hKIWA
chr2	114000000	0.00482001	0.00408598	0.00555404	29779	hKIWA
chr2	115000000	0.0060035	0.00520528	0.00680171	29779	hKIWA
chr2	116000000	0.00570055	0.00491434	0.00648677	29779	hKIWA
chr2	117000000	0.00597108	0.00517745	0.00676472	29779	hKIWA
chr2	118000000	0.00630746	0.00550568	0.00710924	29779	hKIWA
chr2	119000000	0.00545022	0.00468185	0.00621859	29779	hKIWA
chr2	120000000	0.00504862	0.00430473	0.0057925	29779	hKIWA
chr2	121000000	0.00583001	0.00504967	0.00661035	29779	hKIWA
chr2	122000000	0.00646098	0.00564851	0.00727345	29779	hKIWA
chr2	123000000	0.00686665	0.00602796	0.00770534	29779	hKIWA
chr2	124000000	0.00778437	0.0069197	0.00864904	29779	hKIWA
chr2	125000000	0.00634699	0.00554935	0.00714464	29779	hKIWA
chr2	126000000	0.00619138	0.00537163	0.00701112	29779	hKIWA
chr2	127000000	0.00741525	0.00655355	0.00827695	29779	hKIWA
chr2	128000000	0.00433052	0.00362735	0.00503369	29779	hKIWA
chr2	129000000	0.00342662	0.0027551	0.00409814	29779	hKIWA
chr2	130000000	0.00519076	0.00444195	0.00593956	29779	hKIWA
chr2	131000000	0.00671021	0.00589974	0.00752068	29779	hKIWA
chr2	132000000	0.00473553	0.00400894	0.00546213	29779	hKIWA
chr2	133000000	0.00420194	0.00350399	0.0048999	29779	hKIWA
chr2	134000000	0.00464411	0.00391236	0.00537586	29779	hKIWA
chr2	135000000	0.00627631	0.00546134	0.00709128	29779	hKIWA
chr2	136000000	0.00512288	0.00436468	0.00588108	29779	hKIWA
chr2	137000000	0.00605294	0.00525499	0.0068509	29779	hKIWA
chr2	138000000	0.00782741	0.00685003	0.00880479	29779	hKIWA
chr2	139000000	0.00859592	0.0076097	0.00958213	29779	hKIWA
chr2	140000000	0.0075265	0.00661904	0.00843397	29779	hKIWA
chr2	141000000	0.00636518	0.00552662	0.00720374	29779	hKIWA
chr2	142000000	0.00663878	0.00579198	0.00748557	29779	hKIWA
chr2	143000000	0.00633093	0.00550296	0.00715891	29779	hKIWA
chr2	144000000	0.00554501	0.00476116	0.00632887	29779	hKIWA
chr2	145000000	0.00589533	0.00510526	0.0066854	29779	hKIWA
chr2	146000000	0.00579732	0.0050051	0.00658955	29779	hKIWA
chr2	147000000	0.00437914	0.0036566	0.00510168	29779	hKIWA
chr2	148000000	0.00431243	0.00360694	0.00501792	29779	hKIWA
chr2	149000000	0.00436419	0.00364023	0.00508816	29779	hKIWA
chr2	150000000	0.00429936	0.00358015	0.00501857	29779	hKIWA
chr2	150066519	0.00264516	0.000233251	0.00505708	29779	hKIWA
chr3	1000000	0.00566648	0.00480958	0.00652337	29779	hKIWA
chr3	2000000	0.00659198	0.00568601	0.00749795	29779	hKIWA
chr3	3000000	0.00612498	0.00526971	0.00698025	29779	hKIWA
chr3	4000000	0.00621408	0.00537149	0.00705667	29779	hKIWA
chr3	5000000	0.00670198	0.00580269	0.00760127	29779	hKIWA
chr3	6000000	0.00599531	0.00508831	0.00690231	29779	hKIWA
chr3	7000000	0.00678774	0.00588527	0.0076902	29779	hKIWA
chr3	8000000	0.0077549	0.00683109	0.00867871	29779	hKIWA
chr3	9000000	0.00683616	0.00598192	0.00769041	29779	hKIWA
chr3	10000000	0.00624955	0.00541412	0.00708497	29779	hKIWA
chr3	11000000	0.00456516	0.00381275	0.00531756	29779	hKIWA
chr3	12000000	0.0040132	0.003295	0.0047314	29779	hKIWA
chr3	13000000	0.00338031	0.00270639	0.00405424	29779	hKIWA
chr3	14000000	0.00262357	0.00195121	0.00329594	29779	hKIWA
chr3	15000000	0.0046721	0.00392241	0.00542178	29779	hKIWA
chr3	16000000	0.00681629	0.005971	0.00766157	29779	hKIWA
chr3	17000000	0.00693027	0.00606429	0.00779626	29779	hKIWA
chr3	18000000	0.00265339	0.00194744	0.00335934	29779	hKIWA
chr3	19000000	0.00307415	0.00243498	0.00371333	29779	hKIWA
chr3	20000000	0.00377375	0.00308315	0.00446434	29779	hKIWA
chr3	21000000	0.00423444	0.0035377	0.00493119	29779	hKIWA
chr3	22000000	0.0048187	0.00406925	0.00556814	29779	hKIWA
chr3	23000000	0.00534326	0.0045741	0.00611242	29779	hKIWA
chr3	24000000	0.00715742	0.00631402	0.00800083	29779	hKIWA
chr3	25000000	0.00617319	0.00538816	0.00695822	29779	hKIWA
chr3	26000000	0.00541945	0.00463581	0.0062031	29779	hKIWA
chr3	27000000	0.00562538	0.00483728	0.00641348	29779	hKIWA
chr3	28000000	0.00548027	0.00470635	0.0062542	29779	hKIWA
chr3	29000000	0.00612154	0.0053242	0.00691888	29779	hKIWA
chr3	30000000	0.00557754	0.00478856	0.00636652	29779	hKIWA
chr3	31000000	0.0045087	0.00375246	0.00526493	29779	hKIWA
chr3	32000000	0.00459636	0.00386213	0.0053306	29779	hKIWA
chr3	33000000	0.00564893	0.00487047	0.0064274	29779	hKIWA
chr3	34000000	0.00685027	0.0060052	0.00769535	29779	hKIWA
chr3	35000000	0.00615966	0.00535313	0.00696619	29779	hKIWA
chr3	36000000	0.00639953	0.00558374	0.00721532	29779	hKIWA
chr3	37000000	0.00696693	0.00613605	0.00779782	29779	hKIWA
chr3	38000000	0.00658016	0.00576234	0.00739798	29779	hKIWA
chr3	39000000	0.00544612	0.00467858	0.00621365	29779	hKIWA
chr3	40000000	0.00566271	0.00488311	0.00644231	29779	hKIWA
chr3	41000000	0.00499424	0.00424657	0.00574192	29779	hKIWA
chr3	42000000	0.00504783	0.00427526	0.0058204	29779	hKIWA
chr3	43000000	0.00456181	0.00382938	0.00529424	29779	hKIWA
chr3	44000000	0.00513189	0.00438315	0.00588063	29779	hKIWA
chr3	45000000	0.00786884	0.00698582	0.00875186	29779	hKIWA
chr3	46000000	0.00666593	0.00584393	0.00748794	29779	hKIWA
chr3	47000000	0.00661267	0.00580259	0.00742274	29779	hKIWA
chr3	48000000	0.00629269	0.00548651	0.00709887	29779	hKIWA
chr3	49000000	0.00516477	0.00441555	0.00591399	29779	hKIWA
chr3	50000000	0.00391051	0.0032202	0.00460081	29779	hKIWA
chr3	51000000	0.00449386	0.00377031	0.00521741	29779	hKIWA
chr3	52000000	0.00476176	0.00402556	0.00549796	29779	hKIWA
chr3	53000000	0.00496987	0.00422463	0.00571511	29779	hKIWA
chr3	54000000	0.00524408	0.00449193	0.00599623	29779	hKIWA
chr3	55000000	0.00536882	0.00462379	0.00611385	29779	hKIWA
chr3	56000000	0.00497324	0.00422312	0.00572335	29779	hKIWA
chr3	57000000	0.00483497	0.00410472	0.00556522	29779	hKIWA
chr3	58000000	0.0048222	0.00408776	0.00555664	29779	hKIWA
